,Textos_espanol,sdg,palabras
632,Fortalecer la profesión de supervisión escolar y crear equipos de supervisión podría mejorar la calidad de las evaluaciones y generar una mayor confianza en el proceso. Desarrollar una estrategia para elevar la calidad de la educación en las escuelas primarias pequeñas. Se deben tomar medidas para consolidar o cerrar escuelas pequeñas cuando otras cercanas pueden brindar una mejor calidad.,,"['cerrar', 'cerr', 'profesion', 'pued', 'calidad', 'proceso', 'medida', 'consolidar', 'tom', 'confianza', 'cercana', 'confianz', 'gener', 'generar', 'mayor', 'evalu', 'primari', 'mejor', 'cercan', 'med', 'podrio', 'crear', 'primario', 'equipo', 'brindar', 'pequena', 'deber', 'brind', 'escuela', 'elev', 'mejorar', 'proces', 'pequen', 'tomar', 'educ', 'consolid', 'evaluación', 'podri', 'estrategi', 'escuel', 'deb', 'fortalecer', 'desarrollar', 'calid', 'equip', 'estrategia', 'elevar', 'escolar', 'supervision', 'poder', 'escol', 'fortalec', 'educacion', 'cre', 'desarroll']"
633,"En Alemania Occidental, la licencia parental remunerada no se limitaba exclusivamente a los primeros tres años del niño. El resultado fue una baja participación femenina en la fuerza laboral. En la RDA, por el contrario, las mujeres disfrutaron de un beneficio de licencia parental de reemplazo de ingresos durante un año, mientras que se ampliaron las guarderías y se mejoró la infraestructura de cuidado infantil.",,"['guarderi', 'limit', 'mujer', 'femenino', 'rdar', 'reemplazo', 'mientr', 'alemani', 'resultado', 'licenci', 'nin', 'anos', 'remunerado', 'limitar', 'bajo', 'mejoro', 'fuerz', 'parental', 'cuidado', 'remuner', 'exclusivamente', 'mientras', 'mejor', 'disfrut', 'ingres', 'femenin', 'benefici', 'primero', 'result', 'primer', 'cuid', 'reemplaz', 'ingreso', 'contrari', 'beneficio', 'nino', 'tres', 'disfrutar', 'ampliar', 'alemania', 'occidental', 'laboral', 'infantil', 'contrario', 'fuerza', 'participacion', 'baj', 'infraestructur', 'rda', 'exclus', 'particip', 'licencia', 'guarderia', 'ampli', 'infraestructura', 'ano']"
634,"En promedio en los países de la OCDE, el 24 % de los estudiantes de escuelas desfavorecidas están matriculados en programas prevocacionales o vocacionales, en comparación con el 3 % de estudiantes en escuelas favorecidas. Esta diferencia es mayor en Austria, Croacia, Italia y los Países Bajos. Teniendo en cuenta que los estudiantes de entornos desfavorecidos tienen 2,8 veces más probabilidades de desempeñarse por debajo del nivel básico en ciencias que los estudiantes más aventajados en promedio en los países de la OCDE, es más probable que los estudiantes desfavorecidos sigan una trayectoria profesional.",,"['vocacional', 'debaj', 'promedi', 'entorno', 'bajo', 'aventajado', 'ocde', 'favorecido', 'mayor', 'probable', 'desempen', 'nivel', 'trayectori', '28', 'estar', 'vez', 'diferencia', 'debajo', 'favorec', 'mas', 'cuent', 'desfavorecido', 'ciencia', 'probabl', 'contar', 'estan', 'vec', 'pais', 'basic', 'trayectoria', 'seguir', 'matricul', 'escuela', 'probabil', 'sig', 'estudiante', 'entorn', 'comparacion', 'austria', 'probabilidad', 'promedio', 'austri', 'matriculado', 'país', 'diferent', 'basico', 'estudi', 'compar', 'itali', 'profesional', 'escuel', 'desfavorec', 'baj', 'croaci', 'italia', 'program', 'cienci', 'desempenar él', 'prevocacional', 'croacia', 'programa', 'aventaj']"
635,"El subprograma de atención comunitaria se complementa con otros servicios como los Círculos de Abuelos que atiende el 43,7% de la población adulta mayor del país y el Programa de atención al anciano solo que cubre el 71,2% del total de la población anciana que vive en hogares unipersonales. En el país existen 144 hogares de ancianos (84% estatales) con un total de 7.920 habitantes (0,46% de la población adulta mayor del país). Estas instalaciones cuentan con médicos, enfermeras, fisioterapeutas y psicólogos, entre otros. La Oficina Nacional de Atención a la Persona Mayor y Servicios Sociales evalúa la gestión de estos hogares y ofrece apoyo al desempeño.",,"['instalación', 'anciana', 'existir', 'habitante', 'habit', 'fisioterapeuta', 'psicolog', '7920', 'complement', 'total', 'atiend', 'adult', 'subprogramo', 'anciano', 'solo', 'circul', 'enfermer', 'sol', 'complementar', 'nacional', 'adulto', 'vivir', 'mayor', 'medico', 'gestion', 'evalu', 'desempen', 'servici', 'instal', 'unipersonal', 'hogar', 'ofrec', 'enfermera', 'cuent', 'programa', 'oficin', 'contar', '437', 'atender', 'apoyo', 'abuel', 'desempeno', 'pais', 'psicologo', 'cubr', 'fisioterapeut', 'oficín', 'servicio', 'pai', 'estatal', 'comunitario', 'ancian', 'person', 'evalua', 'subprogram', '046', 'viv', 'cubrir', 'apoy', 'program', 'medic', 'ofrecer', 'circulos', 'comunitari', 'poblacion', 'exist', 'abuelo', 'persona', '712', 'atencion', 'social']"
636,"Pueden: i) garantizar una calidad uniforme en diferentes entornos, ii) brindar orientación al personal sobre cómo mejorar el aprendizaje y el bienestar de los niños, e iii) informar a los padres sobre el aprendizaje y el desarrollo de sus hijos. Los países adoptan diferentes enfoques en el diseño del currículo. Es necesario pensar más allá de las dicotomías del currículo (p. ej., enfoques orientados a lo académico versus enfoques integrales, instrucción iniciada por el personal versus actividades iniciadas por los niños, etc.) Casi todos los países de la OCDE cuentan con un marco establecido, ya sea un currículo o estándares de aprendizaje. desde los tres años hasta la escolarización obligatoria.",,"['padr', 'uniforme', 'dicotomia', 'activ', 'adopt', 'casi', 'curricul', 'enfoque', 'academ', 'pens', 'pais', 'entorn', 'marc', 'inici', 'diferent', 'calid', 'aprendizaje', 'poder', 'integral', 'hijo', 'alla', 'personal', 'calidad', 'ocde', 'mejor', 'establec', 'aprendizaj', 'escolariz', 'bienestar', 'inform', 'contar', 'hij', 'brindar', 'curriculo', 'necesario', 'brind', 'iii', 'nino', 'mejorar', 'obligatorio', 'ii', 'bienest', 'uniform', 'dicotomi', 'pensar', 'pued', 'diferente', 'marco', 'desarrollo', 'garantiz', 'mas', 'iniciada', 'cuent', 'tres', 'establecido', 'adoptar', 'ej', 'instruccion', 'i', 'allo', 'orient', 'obligatori', 'ano', 'desarroll', 'enfoqu', 'garantizar', 'estandar', 'entorno', 'nin', 'anos', 'informar', 'orientacion', 'orientado', 'actividad', 'necesari', 'disen', 'etc', 'academico', 'escolarizacion', 'diseno', 'p', 'iniciado', 'versus', 'país', 'padre']"
637,"Las revisiones de la educación superior en el desarrollo regional y urbano son el vehículo de la OCDE para movilizar la educación superior para el desarrollo económico, social y cultural de las ciudades y regiones. Analizan cómo el sistema de educación superior impacta el desarrollo local y regional y ayudan a mejorar este impacto. Investigan cómo las instituciones de educación superior contribuyen al capital humano y el desarrollo de habilidades, la transferencia de tecnología y la innovación empresarial, el desarrollo social, cultural y ambiental y la creación de capacidad regional. El proceso de revisión facilita la creación de asociaciones en las regiones al reunir instituciones de educación superior y agencias públicas y privadas para identificar objetivos estratégicos y trabajar juntos para lograrlos.",,"['investigar', 'asociación', 'institución', 'revisión', 'economico', 'junto', 'objetivo', 'ambiental', 'habil', 'reunir', 'tecnologi', 'facilitar', 'institu', 'trabajar', 'estrategico', 'región', 'reun', 'moviliz', 'sistema', 'movilizar', 'contribuir', 'priv', 'facilit', 'social', 'identific', 'transferencia', 'vehiculo', 'contribu', 'proceso', 'creacion', 'lograrlo', 'ocde', 'analiz', 'agencia', 'public', 'ayudar', 'mejor', 'estrateg', 'objet', 'mejorar', 'proces', 'educ', 'asoci', 'cultural', 'habilidad', 'tecnologia', 'impact', 'urbano', 'impacto', 'capital', 'local', 'econom', 'educacion', 'logr', 'capac', 'vehicul', 'desarrollo', 'junt', 'empresarial', 'privado', 'innovacion', 'ayud', 'transferent', 'analizar', 'human', 'publica', 'revision', 'superior', 'trabaj', 'desarroll', 'ciudad', 'agenci', 'investig', 'humano', 'innov', 'identificar', 'capacidad', 'urban', 'sistem', 'regional', 'region']"
638,"Entre 2013 y 2035, esta inversión evitaría aproximadamente 147 millones de muertes infantiles, 32 millones de muertes por mortinatos y 5 millones de muertes maternas. Sin embargo, más de 100 países en desarrollo carecen de los sistemas de registro civil y estadísticas vitales (CRVS) necesarios para generar datos precisos de nacimientos y defunciones. Esa cifra incluye el 39 por ciento de los niños en el África subsahariana y el 44 por ciento de los niños en el sur de Asia. En ausencia de datos confiables, las estimaciones de mortalidad infantil en países que carecen de sistemas CRVS se basan en un modelo estadístico sofisticado que utiliza respuestas de encuestas, información de censos y otras fuentes.",,"['nacimient', 'censo', 'matern', 'preciso', 'muert', 'modelo', 'fuente', 'pais', 'registro', 'defunción', 'bas', 'sistema', 'informacion', 'afric', 'mortalidad', 'asiar', 'encuest', 'civil', 'cient', 'aproxim', 'utilizar', 'estimación', 'gener', 'millón', 'cifra', 'inform', 'subsaharián', 'necesario', 'encuesta', 'respuesta', 'respuest', 'muerte', 'nino', 'ausencia', 'asi', 'dato', 'cifr', 'embargo', 'confiabl', 'evitario', 'model', 'utiliz', 'embarg', 'subsaharian', 'generar', 'dat', 'nacimiento', 'desarrollo', 'mas', 'materna', 'ausenci', 'millon', 'mortal', 'ciento', 'africo', 'aproximadamente', 'inversion', 'incluir', 'carec', 'desarroll', 'inclu', 'cens', 'sofisticado', 'estadistica', 'nin', 'fuent', 'necesari', 'estim', 'basar', 'sofistic', 'vital', 'sur', 'estadist', 'crvs', 'defuncion', 'estadistico', 'infantil', 'sistem', 'país', 'evitari', 'mortinat', 'registr', 'mortinato', 'precis', 'carecer']"
639,"La información sobre los resultados del aprendizaje de los estudiantes se recopila a partir de encuestas internacionales, encuestas de muestreo de seguimiento nacional (Peridodiek Peilings Onderzoek, PPON y Jaarlijks Peilingsonderzoek van het Onderwijsniveau, JPON), la Encuesta longitudinal de cohortes sobre carreras escolares (Cohort Onderzoek Onderwijsloopbanen, COOL), los resultados de las pruebas estandarizadas informadas por escuelas (por ejemplo, resultados de la prueba de finalización de la escuela secundaria LVS o Cito) y los resultados de los exámenes de finalización de la escuela secundaria. Estos datos de desempeño de los estudiantes se complementan con una amplia gama de datos demográficos, administrativos y contextuales recopilados por el Ministerio de Educación, Ciencia y Cultura directamente de las escuelas. La evaluación del sistema también hace uso de los datos del registro BRON, basados ​​en el número único de estudiante.",,"['ministeri', 'onderzoek', 'carrera', 'peilings', 'unico', 'nacional', 'tambi', 'desempen', 'onderwijsniveau', 'muestre', 'secundario', 'cohort', 'registro', 'bas', 'cultur', 'estudiante', 'sistema', 'van', 'amplio', 'estandarizado', 'cultura', 'estudi', 'informacion', 'estandariz', 'hacer', 'peilingsonderzoek', 'aprendizaje', 'cienci', 'demograf', 'escolar', 'encuest', 'tambien', 'demografico', 'recopilado', 'cohorte', 'prueba', 'ejemplo', 'directamente', 'administr', 'aprendizaj', 'ciencia', 'inform', 'jpon', 'numer', 'desempeno', 'encuesta', 'ministerio', 'carrer', 'educ', 'cito', 'ejempl', 'dato', 'lvs', 'educacion', 'complement', 'prueb', 'seguimient', 'finalizacion', 'complementar', 'dat', 'evalu', 'peiling', 'finaliz', 'ppon', 'result', 'cit', 'direct', 'het', 'jaarlijks', 'bron', 'ir', 'escuela', 'onderwijsloopban', 'administrativo', 'uso', 'escuel', 'unic', 'muestreir', 'ampli', 'longitudinal', 'basado', 'partir', 'onderwijsloopbanir', 'contextual', 'resultado', 'recopil', 'escuelar', 'peridodiek', 'examen', 'gam', 'gama', 'hac', 'internacional', 'cool', 'recopilar', 'secundari', 'part', 'numero', 'evaluacion', 'sistem', 'registr', 'informado', 'seguimiento']"
640,"Recientemente, se ha estimado que la carga de tal discriminación en el crecimiento económico cuesta hasta USD 12 billones para la economía global. Sin embargo, el uso de indicadores económicos estándar como el PIB como medida del progreso social es inherentemente limitado. Lo que es igualmente importante es evaluar el impacto de la desigualdad de género en otras medidas de bienestar. El uso de indicadores de bienestar subjetivo, por ejemplo, permite una perspectiva más amplia de las complejas consecuencias de la discriminación por motivos de género en las instituciones sociales.",,"['limit', 'indic', 'recient', 'global', 'inherentemente', 'discriminacion', 'institución', 'economico', 'subjet', 'indicador', 'limitado', 'medida', 'estandar', 'embarg', 'carga', 'gener', 'motivo', 'estim', 'permitir', 'evalu', 'ejemplo', 'usd', 'motiv', 'desigualdad', 'igualmente', 'medir', 'estimado', 'evaluar', 'progreso', 'estand', 'mas', 'med', 'institu', 'discrimin', 'bienestar', 'complej', 'genero', 'desiguald', 'cuest', 'crecimiento', 'carg', 'inherent', 'consecuent', 'perspectiva', 'recientemente', 'permit', 'economia', 'consecuencia', 'subjetivo', 'bienest', 'billón', 'amplio', 'billon', 'importante', 'costar', 'uso', 'crecimient', 'igual', 'pib', 'progres', 'impact', 'tal', 'impacto', 'perspect', 'complejo', 'import', 'ejempl', 'ampli', 'econom', 'embargo', 'economi', 'social']"
641,"Debido a la falta de datos sobre los estudiantes que no asisten a la escuela, este informe se enfoca en aquellos que reciben instrucción. Sin embargo, reconoce la importancia de llamar la atención sobre los desafíos que enfrenta este grupo de población y abordar estos problemas a través de acciones políticas concretas. En esta sección, se examinarán en detalle los indicadores que son relevantes para comprender el estado de equidad de los jóvenes de 15 años de PISA (Tabla 4.1).",,"['polit', 'equid', 'indic', 'concreta', 'reconocer', 'enfrentar', 'seccion', 'falta', 'enfrent', 'detalle', 'indicador', 'embarg', 'pisar', 'anos', 'comprend', 'desafio', 'dat', 'problema', '41', 'escuelar', 'embargo', 'grup', 'falt', 'pis', 'relev', 'accion', 'examinaran', 'aquel', 'inform', 'acción', 'joven', 'recib', 'concret', 'aquell', 'grupo', 'politica', 'relevante', 'asistir', 'asist', 'examin', 'estudiante', 'trav', 'llamar', 'abordar', 'reconoc', 'desafi', 'llam', 'instruccion', 'estudi', 'enfoco', 'escuel', 'deb', 'detall', 'debido', 'enfoc', 'poblacion', 'abord', 'informir', 'importancia', 'import', 'comprender', 'equidad', 'tabla', 'problem', 'dato', 'recibir', 'tabl', 'atencion', 'ano']"
642,"Sin embargo, no todos los esfuerzos deben realizarse en el aula. En Costa Rica, por ejemplo, el programa Innovando en Casa tiene como objetivo enseñar a los padres a desarrollar la creatividad de sus hijos desde edades tempranas. Estos ejemplos muestran que hay un énfasis e interés crecientes en desarrollar habilidades más amplias en una variedad de contextos de países.",,"['padr', 'hijo', 'muestr', 'crecient', 'aula', 'varied', 'costa', 'embarg', 'variedad', 'creativ', 'esfuerz', 'esfuerzo', 'embargo', 'ejemplo', 'casa', 'objetivo', 'temprana', 'aul', 'habil', 'mas', 'contexto', 'ensenar', 'mostrar', 'realiz', 'objet', 'ric', 'innov', 'hij', 'pais', 'edad', 'cas', 'tempran', 'deber', 'realizar él', 'creatividad', 'innovar', 'amplio', 'país', 'habilidad', 'rico', 'deb', 'desarrollar', 'context', 'program', 'padre', 'cost', 'ejempl', 'enfasis', 'inter', 'ampli', 'ensen', 'programa', 'desarroll']"
643,"Ley 13/2005, 30 de junio de 2005, Boletín del Estado, 2 de julio de 2005. Para más ejemplos, ver nota 45. Ley de Cohabitación de Suecia (2003). El mismo estudio del Banco Mundial muestra, por ejemplo, que en al menos 30 países las mujeres no pueden ser jefas de hogar, y en 18 países ni siquiera pueden conseguir un trabajo sin el permiso del marido. En algunas regiones donde coexisten múltiples sistemas legales, como el África subsahariana, el Medio Oriente, el norte de África y el sur de Asia, las disposiciones religiosas y consuetudinarias discriminatorias continúan impidiendo el disfrute igualitario de los derechos en el contexto familiar. A menudo, son una condición previa para garantizar el disfrute efectivo de los derechos relacionados con la familia, así como el bienestar de sus miembros.",,"['continuan', 'mujer', 'muestr', 'multipl', 'boletin', 'efect', 'mar', 'mundial', 'hogar', 'miembro', 'trabajar', 'mostrar', 'religi', 'derecho', 'medio', 'pais', 'discriminatori', 'región', 'sistema', 'legal', 'menud', 'estudi', 'relacion', 'afric', 'derech', 'estudio', 'asiar', 'poder', 'disposicion', 'mismo', 'jefa', 'marido', 'norte', 'disposición', 'miembr', 'coexist', 'ejemplo', 'julio', 'impid', 'siquiera', 'contexto', 'familia', 'consuetudinaria', 'bienestar', 'subsaharián', 'religiosa', 'famili', 'juni', 'bienest', '132005', 'condicion', 'ser', 'ver', 'context', 'impedir', 'asi', 'ejempl', 'oriente', 'consegu', 'menos', 'pued', 'permiso', 'jef', 'subsaharian', 'junio', 'efectivo', 'banc', 'hog', 'sueci', 'garantiz', 'nota', 'mas', 'nort', 'coexistir', 'disfrutar', 'cohabit', 'continu', 'africo', 'trabaj', 'cohabitacion', 'orient', 'discriminatorio', 'menudo', 'previo', 'not', 'igualitario', 'suecia', 'garantizar', 'igualitari', 'siqu', 'banco', 'mism', 'disfrut', 'men', 'juli', 'previ', 'sur', 'consuetudinari', 'relacionado', 'familiar', 'sistem', 'país', 'ley', 'conseguir', 'permis', 'medi', 'region']"
644,"El programa ha reducido la incidencia de la práctica y ha contribuido a otros resultados favorables, como una reducción en el número de matrimonios infantiles (Diop et al., Muchas limitaciones deben abordarse, incluidas las normas socioculturales, la vulnerabilidad a la violencia, costos (tanto costos directos como costos de oportunidad), infraestructura escolar inadecuada y mala calidad de la enseñanza, así como el impacto del VIH en las niñas y sus familias. Estos incluyeron cambios en las políticas, leyes y normas administrativas que discriminan a las niñas (por ejemplo, aquellas que están embarazadas o han dado a luz) y el establecimiento de programas compensatorios para ellas, brindando incentivos para que los hogares ayuden a superar su reticencia a enviar a las niñas a la escuela y reducir los costos en que incurren al hacerlo, mejorando la calidad y pertinencia de la la educación y ampliar las opciones educativas para las niñas que no asisten a la escuela.",,"['polit', 'practicar', 'embarazado', 'vulner', 'norma', 'incluido', 'hogar', 'oportun', 'violencia', 'incent', 'vulnerabilidad', 'dar', 'politica', 'reduccion', 'sociocultural', 'superar', 'mucho', 'cambio', 'reducir', 'incidencia', 'infraestructur', 'calid', 'abord', 'cost', 'escolar', 'reticent', 'ensen', 'programa', 'limitación', 'dad', 'contribu', 'calidad', 'cambi', 'pertinencia', 'ejemplo', 'ayudar', 'mejor', 'luz', 'administr', 'establec', 'familia', 'discrimin', 'aquel', 'estan', 'numer', 'enviar', 'famili', 'brindar', 'establecimiento', 'brind', 'asist', 'mejorar', 'abordar él', 'educ', 'super', 'oportunidad', 'deb', 'impact', 'contribuido', 'impacto', 'asi', 'ejempl', 'infraestructura', 'educacion', 'et', 'diop', 'vih', 'estar', 'pertinent', 'favor', 'result', 'reduc', 'direct', 'matrimoni', 'deber', 'asistir', 'discriminar', 'much', 'ayud', 'inadecuado', 'reticenciar', 'administrativo', 'opcion', 'envi', 'ensenanza', 'escuel', 'program', 'incident', 'ampli', 'favorable', 'incurr', 'costo', 'incluir', 'mal', 'inclu', 'practic', 'limit', 'opción', 'resultado', 'nin', 'reducido', 'educativo', 'compensatori', 'escuelar', 'hac', 'directo', 'aquell', 'violenci', 'norm', 'hacer él', 'numero', 'incentivo', 'malo', 'compensatorio', 'incurrir', 'nina', 'inadecu', 'ampliar', 'infantil', 'embaraz', 'ley', 'matrimonio', 'escol']"
645,"En respuesta a estos desafíos, los países han comenzado a adoptar políticas destinadas a aumentar la diversidad de género en la vida pública, que van desde el requisito constitucional de igualdad de representación en los órganos legislativos en Túnez hasta las cuotas en Argelia y Marruecos, aunque se requieren más esfuerzos para garantizar el impacto y la sostenibilidad. de estas reformas sería necesario. Tales reservas también influyen en la implementación de los principios de igualdad de género, no discriminación y libertad de movimiento y obstaculizan la protección de las mujeres contra la violación de los derechos civiles y políticos básicos. Otras restricciones se relacionan con las diferencias en el acceso a oportunidades en la vida pública, el empleo y el liderazgo.",,"['polit', 'aument', 'mujer', 'adopt', 'esfuerzo', 'principi', 'reserva', 'tambi', 'seri', 'empleo', 'oportun', 'requisit', 'legisl', 'organ', 'libert', 'constitucional', 'derecho', 'politica', 'pais', 'reform', 'reserv', 'sostenibil', 'van', 'movimiento', 'movimient', 'diferent', 'influ', 'relacion', 'derech', 'tal', 'tambien', 'acces', 'civil', 'discriminacion', 'organo', 'destin', 'gener', 'restricción', 'public', 'implementacion', 'marrueco', 'discrimin', 'genero', 'restriccion', 'necesario', 'respuesta', 'respuest', 'comenzado', 'desafi', 'oportunidad', 'comenz', 'basico', 'impact', 'impacto', 'tunez', 'representacion', 'cuot', 'publicar', 'diversidad', 'esfuerz', 'violacion', 'garantiz', 'libertad', 'influir', 'diferencia', 'implement', 'mas', 'represent', 'basic', 'aunque', 'ir', 'iguald', 'adoptar', 'cuota', 'legislativo', 'obstaculiz', 'vid', 'destinado', 'principio', 'argelia', 'garantizar', 'igualdad', 'relacionar', 'divers', 'vida', 'requisitir', 'desafio', 'necesari', 'requerir', 'emple', 'obstaculizar', 'sostenibilidad', 'requier', 'liderazgo', 'marruec', 'aunqu', 'acceso', 'politico', 'liderazg', 'país', 'reforma', 'aumentar', 'serio', 'proteccion', 'argeli']"
646,"El estudio se centrará en los últimos 40 años de participación de las mujeres en el proceso político, con énfasis en cómo las mujeres crearon y aprovecharon las oportunidades para participar en las instituciones públicas de toma de decisiones. El principal objetivo de las mujeres activistas políticas durante este período de 40 años ha sido la inclusión dentro de las instituciones de toma de decisiones políticas con el fin de afectar la reforma de la ley que reconoció los derechos de las mujeres e influyó en la asignación de recursos para abordar las necesidades de las mujeres. El estudio rastreará los éxitos y fracasos de varias estrategias y tácticas durante este período, y el impacto que ha tenido el liderazgo político de las mujeres en la democracia y el desarrollo de Nueva Zelanda.",,"['polit', 'mujer', 'reconoci', 'institución', 'activ', 'influyo', 'neces', 'objetivo', 'ultimos', 'zelandar', 'oportun', 'institu', 'exito', 'afectar', 'recurs', 'centr', 'derecho', 'politica', 'reform', 'period', 'estudi', 'influ', 'derech', 'particip', 'abord', 'estudio', 'cre', 'recurso', 'proceso', 'public', 'aprovechar', 'rastr', 'objet', 'nuev', 'crear', 'proces', 'nuevo', 'fin', 'oportunidad', 'ser', 'participacion', 'impact', 'dentr', 'necesidad', 'estrategia', 'impacto', 'participar', 'asignacion', 'activista', 'sid', 'democraci', 'aprovech', 'vari', 'dentro', 'zeland', 'desarrollo', 'varios', 'ultim', 'asign', 'abordar', 'tomar', 'publica', 'rastrear', 'reconocio', 'tactic', 'ano', 'desarroll', 'centrar', 'decision', 'tom', 'anos', 'tactica', 'exit', 'liderazgo', 'fracaso', 'principal', 'inclusion', 'politico', 'liderazg', 'democracia', 'estrategi', 'ley', 'reforma', 'afect', 'enfasis', 'fracas', 'periodo', 'decisión']"
647,"La preparación fortalecida de los líderes universitarios también es muy importante, ya que el liderazgo efectivo es un medio poderoso para impulsar mejoras en la calidad general del sistema. La oferta de orientación profesional sigue siendo irregular. Puede ser muy difícil lograr la expansión del sistema de EFTP a menos que se vea que es probable que los estudiantes completen sus estudios. La evidencia de diferentes países muestra que, como parte de un paquete más amplio de medidas de empleo juvenil, los programas vocacionales efectivos pueden facilitar el paso de la escuela al trabajo.",,"['muestr', 'efect', 'tambi', 'general', 'lograr', 'evidenciar', 'paquetir', 'empleo', 'facilitar', 'trabajar', 'mostrar', 'medio', 'pais', 'eftp', 'estudiante', 'sistema', 'amplio', 'diferent', 'estudi', 'fortalecer', 'calid', 'estudio', 'poder', 'tambien', 'juvenil', 'facilit', 'prepar', 'paquet', 'programa', 'complet', 'oferta', 'calidad', 'parte', 'probable', 'paso', 'universitari', 'mejor', 'med', 'irregul', 'impuls', 'sig', 'vea', 'ser', 'preparacion', 'ver', 'logr', 'dificil', 'menos', 'pued', 'diferente', 'medida', 'efectivo', 'universitario', 'completar', 'impulsar', 'mas', 'lider', 'expansion', 'siend', 'escuel', 'program', 'trabaj', 'ampli', 'irregular', 'orient', 'pas', 'vocacional', 'ofert', 'mejora', 'orientacion', 'escuelar', 'men', 'emple', 'probabl', 'part', 'liderazgo', 'seguir', 'liderazg', 'importante', 'sistem', 'país', 'evident', 'profesional', 'poderoso', 'import', 'medi', 'fortalec']"
648,"Específicamente, se espera que a las mujeres les vaya mejor en el sector formal, donde las protecciones legales y consuetudinarias pueden permitirles ganar salarios más altos y sostenerlas durante la maternidad. Finalmente, la descomposición bo se complementa con una descomposición alternativa no paramétrica desarrollada por Nopo (2008). Esto permite una mejor explicación de las diferencias salariales por maternidad, ya que también muestra cuánto de la brecha calculada se explica por los resultados de madres y no madres fuera del apoyo común. La hipótesis del techo de cristal se refiere a la discriminación que a menudo enfrentan las mujeres y las minorías en los grupos más educados al tratar de ascender en la jerarquía de una organización, especialmente cuando tienen más hijos, en comparación con los hombres y las mujeres sin hijos. Los resultados de la regresión por cuantiles (qr) varían sustancialmente a lo largo de la distribución salarial condicional, el 10% más pobre de la muestra de mujeres informales son las que sufren las mayores penalizaciones salariales por maternidad.",,"['mujer', 'muestr', 'ascend', 'educado', 'nopo', 'enfrent', 'jerarquia', 'matern', 'pobre', 'bo', 'tambi', 'mayor', 'vaya', 'informal', 'tratar', 'mostrar', 'sosten', 'apoyo', 'brech', 'legal', 'menud', 'diferent', 'cuant', 'sustancialmente', 'apoy', 'alto', 'poder', 'madr', 'sufr', 'tambien', 'hijo', 'penalización', 'discriminacion', 'minori', 'ascender', 'desarrollado', 'calculado', 'cristal', 'mejor', 'consuetudinaria', 'discrimin', 'variar', 'finalmente', 'hij', 'madre', 'gan', 'explicar', 'comun', 'educ', 'calcul', 'sustancial', 'cuantil', 'brecha', 'distribucion', 'qr', 'cuanto', 'descomposicion', 'enfrentar', 'complement', 'parametr', 'pued', 'sector', 'complementar', 'explicacion', 'vari', 'largo', 'nop', 'especif', 'alternativa', 'organizacion', 'parametrico', 'diferencia', 'mas', 'hombre', 'result', 'grupo', 'vay', 'hipotesis', 'explic', 'compar', 'maternidad', 'altern', 'sufrir', 'menudo', 'desarroll', 'altos', 'sostener él', 'organiz', 'pobr', 'permitir él', 'larg', 'condicional', 'penaliz', 'resultado', 'protección', 'referir', 'permitir', 'salario', 'jerarqui', 'esper', 'grup', 'hombr', 'minoria', 'tech', 'esperar', 'especial', 'consuetudinari', 'especificamente', 'regresion', 'comparacion', 'permit', 'salari', 'ganar', 'refier', 'especialmente', 'final', 'formal', 'proteccion', 'trat', 'techo', 'salarial']"
